Gene_Id	Chr	Start	End	Length	Reads	TPM	ExonLength	ExonReads	ExonTPM	IntronLength	IntronReads	IntronTPM	UniqueLength	UniqueReads	UniqueTPM	UniqueExonLength	UniqueExonReads	UniqueExonTPM	UniqueIntronLength	UniqueIntronReads	UniqueIntronTPM
YDL053C	IV	361698	362255	558	556	81.9976	558	556	74.7713	0	0	0	558	556	83.7653	558	556	74.7062	0	0	0
YDL052C	IV	362671	363582	912	1017	91.7671	912	1017	83.6798	0	0	0	912	1017	93.7454	912	1017	83.6069	0	0	0
YDL051W	IV	363951	364778	828	1991	197.88	828	1991	180.441	0	0	0	494	1464	249.137	494	1464	222.193	0	0	0
YDL050C	IV	364445	364816	372	763	168.788	372	763	153.913	0	0	0	38	122	269.898	38	122	240.709	0	0	0
YDL049C	IV	365067	365873	807	288	29.3684	807	288	26.7802	0	0	0	807	288	30.0015	807	288	26.7568	0	0	0
YDL048C	IV	366738	368210	1473	274	15.3077	1473	274	13.9586	0	0	0	1473	274	15.6376	1473	274	13.9465	0	0	0
YDL047W	IV	369770	370705	936	1011	88.8866	936	1011	81.0532	0	0	0	936	1011	90.8027	936	1011	80.9825	0	0	0
YDL046W	IV	371239	371760	522	1900	299.532	522	1900	273.135	0	0	0	522	1900	305.99	522	1900	272.897	0	0	0
YDL045W-A	IV	372247	372534	288	556	158.87	288	556	144.869	0	0	0	288	556	162.295	288	556	144.743	0	0	0
YDL045C	IV	372687	373607	921	426	38.0637	921	426	34.7092	0	0	0	921	426	38.8842	921	426	34.679	0	0	0
YDL044C	IV	373966	375288	1323	310	19.2825	1323	310	17.5831	0	0	0	1323	310	19.6982	1323	310	17.5678	0	0	0
YDL043C	IV	375679	376479	801	266	27.3281	801	266	24.9198	0	0	0	801	266	27.9173	801	266	24.898	0	0	0
YDL042C	IV	376756	378444	1689	292	14.227	1689	292	12.9732	0	0	0	1345	217	13.5632	1345	217	12.0963	0	0	0
YDL041W	IV	378101	378454	354	91	21.1543	354	91	19.29	0	0	0	10	13	109.287	10	13	97.4674	0	0	0
YDL040C	IV	378873	381437	2565	2007	64.3903	2565	2007	58.7158	0	0	0	2565	2007	65.7785	2565	2007	58.6646	0	0	0
YDL039C	IV	381984	384080	2097	868	34.0629	2097	868	31.061	0	0	0	2097	868	34.7973	2097	868	31.034	0	0	0
YDL037C	IV	384600	385586	987	597	49.7758	987	597	45.3891	0	0	0	987	597	50.8488	987	597	45.3496	0	0	0
YDL036C	IV	387512	388900	1389	382	22.6319	1389	382	20.6374	0	0	0	1389	382	23.1198	1389	382	20.6195	0	0	0
YDL035C	IV	389171	392056	2886	984	28.0582	2886	984	25.5855	0	0	0	2611	931	29.9755	2611	931	26.7337	0	0	0
YDL034W	IV	391782	392126	345	86	20.5135	345	86	18.7057	0	0	0	70	38	45.6362	70	38	40.7007	0	0	0
YDL033C	IV	392658	393911	1254	276	18.1122	1254	276	16.516	0	0	0	1031	239	19.4878	1031	239	17.3802	0	0	0
YDL032W	IV	393689	394000	312	65	17.1443	312	65	15.6334	0	0	0	89	10	9.44569	89	10	8.42415	0	0	0
YDL031W	IV	394216	397203	2988	1877	51.6945	2988	1877	47.1388	0	0	0	2988	1877	52.8089	2988	1877	47.0977	0	0	0
YDL030W	IV	397536	399128	1593	418	21.5934	1593	418	19.6904	0	0	0	1593	418	22.0589	1593	418	19.6733	0	0	0
YDL029W	IV	399339	400637	1299	2598	164.585	1176	2595	165.586	123	7	426.604	1299	2598	168.133	1176	2595	165.442	123	7	422.42
YDL028C	IV	400996	403290	2295	578	20.7255	2295	578	18.899	0	0	0	2295	578	21.1723	2295	578	18.8826	0	0	0
YDL027C	IV	403694	404956	1263	545	35.5103	1263	545	32.3808	0	0	0	1054	447	35.6525	1054	447	31.7968	0	0	0
YDL026W	IV	404748	405059	312	130	34.2886	312	130	31.2668	0	0	0	103	23	18.7722	103	23	16.742	0	0	0
YDL025C	IV	405343	407205	1863	911	40.2408	1863	911	36.6944	0	0	0	1758	902	43.1332	1758	902	38.4684	0	0	0
YDL025W-A	IV	405409	405513	105	118	92.4812	105	118	84.331	0	0	0	0	0	0	0	0	0	0	0	0
YDL024C	IV	408450	409856	1407	40	2.33952	1407	40	2.13334	0	0	0	1357	40	2.47801	1357	40	2.21002	0	0	0
YDL022C-A	IV	409807	410055	249	3	0.991477	249	3	0.9041	0	0	0	199	0	0	199	0	0	0	0	0
YDL023C	IV	411760	412080	321	897	229.958	321	897	209.692	0	0	0	64	266	349.402	64	266	311.615	0	0	0
YDL022W	IV	411824	412999	1176	2832	198.174	1176	2832	180.709	0	0	0	919	2107	192.74	919	2107	171.896	0	0	0
YDL021W	IV	413952	414887	936	139	12.2208	936	139	11.1438	0	0	0	936	139	12.4843	936	139	11.1341	0	0	0
YDL020C	IV	415112	416707	1596	1354	69.8146	1596	1354	63.662	0	0	0	1596	1354	71.3197	1596	1354	63.6065	0	0	0
YDL019C	IV	417662	421513	3852	1584	33.8399	3852	1584	30.8577	0	0	0	3852	1584	34.5695	3852	1584	30.8308	0	0	0
YDL018C	IV	422832	423509	678	475	57.6534	678	475	52.5725	0	0	0	678	475	58.8962	678	475	52.5267	0	0	0
YDL017W	IV	424208	425731	1524	222	11.9875	1524	222	10.9311	0	0	0	1361	204	12.6007	1361	204	11.238	0	0	0
YDL016C	IV	425569	425871	303	147	39.9241	303	147	36.4057	0	0	0	140	115	69.0547	140	115	61.5865	0	0	0
YDL015C	IV	426001	426933	933	2296	202.512	933	2296	184.665	0	0	0	933	2296	206.878	933	2296	184.504	0	0	0
YDL014W	IV	427363	428346	984	6472	541.258	984	6472	493.558	0	0	0	984	6472	552.926	984	6472	493.128	0	0	0
YDL013W	IV	429066	430925	1860	478	21.1483	1860	478	19.2846	0	0	0	1860	478	21.6042	1860	478	19.2677	0	0	0
YDL012C	IV	431107	431516	410	517	103.769	324	517	119.74	86	33	2876.39	410	517	106.006	324	517	119.636	86	33	2848.17
YDL011C	IV	432307	432630	324	188	47.75	324	188	43.5419	0	0	0	22	11	42.0333	22	11	37.4875	0	0	0
YDL010W	IV	432329	433024	696	488	57.6994	696	488	52.6145	0	0	0	293	282	80.9105	293	282	72.1602	0	0	0
YDL009C	IV	432924	433247	324	235	59.6875	324	235	54.4274	0	0	0	223	130	49.0075	223	130	43.7074	0	0	0
YDL008W	IV	433496	433993	498	342	56.5142	498	342	51.5337	0	0	0	498	342	57.7325	498	342	51.4888	0	0	0
YDL007W	IV	438046	439359	1314	4873	305.184	1314	4873	278.289	0	0	0	1314	4873	311.763	1314	4873	278.046	0	0	0
YDL006W	IV	439908	440753	846	453	44.0645	846	453	40.1812	0	0	0	846	453	45.0144	846	453	40.1461	0	0	0
YDL005C	IV	441013	442308	1296	666	42.2893	1296	666	38.5624	0	0	0	1296	666	43.2009	1296	666	38.5288	0	0	0
YDL004W	IV	443028	443510	483	1389	236.655	483	1389	215.799	0	0	0	483	1389	241.757	483	1389	215.611	0	0	0
YDL003W	IV	444682	446382	1701	1447	70.0043	1701	1447	63.835	0	0	0	1701	1447	71.5135	1701	1447	63.7794	0	0	0
YDL002C	IV	446966	447577	612	532	71.5354	612	532	65.2311	0	0	0	612	532	73.0775	612	532	65.1743	0	0	0
YDL001W	IV	447983	449275	1293	473	30.1039	1293	473	27.4509	0	0	0	1293	473	30.7529	1293	473	27.427	0	0	0
YDR001C	IV	450219	452474	2256	888	32.3918	2256	888	29.5371	0	0	0	2256	888	33.0901	2256	888	29.5114	0	0	0
YDR002W	IV	453044	453649	606	4101	556.901	606	4101	507.822	0	0	0	606	4101	568.906	606	4101	507.38	0	0	0
YDR003W	IV	454121	454753	633	379	49.2716	633	379	44.9293	0	0	0	633	379	50.3337	633	379	44.8902	0	0	0
YDR003W-A	IV	454781	454903	123	108	72.2569	123	108	65.8891	0	0	0	123	108	73.8146	123	108	65.8316	0	0	0
YDR004W	IV	455200	456582	1383	587	34.9282	1383	587	31.8501	0	0	0	1383	587	35.6812	1383	587	31.8223	0	0	0
YDR005C	IV	456835	458102	1268	539	34.9808	1188	539	34.0461	80	3	281.102	1268	539	35.7349	1188	539	34.0164	80	3	278.344
YDR006C	IV	458541	461246	2706	737	22.413	2706	737	20.4378	0	0	0	2706	737	22.8962	2706	737	20.42	0	0	0
YDR007W	IV	461841	462515	675	559	68.1505	675	559	62.1445	0	0	0	410	366	75.0448	410	366	66.9288	0	0	0
YDR008C	IV	462251	462601	351	279	65.4121	351	279	59.6474	0	0	0	86	44	43.0108	86	44	38.3593	0	0	0
YDR009W	IV	463433	464995	1563	68	3.58023	1563	68	3.26471	0	0	0	1563	68	3.65741	1563	68	3.26186	0	0	0
YDR010C	IV	465050	465382	333	12	2.9655	333	12	2.70416	0	0	0	333	12	3.02943	333	12	2.7018	0	0	0
YDR011W	IV	465918	470423	4506	1988	36.3066	4506	1988	33.107	0	0	0	4506	1988	37.0893	4506	1988	33.0781	0	0	0
YDR012W	IV	471852	472940	1089	20697	1564.01	1089	20697	1426.18	0	0	0	1089	20697	1597.73	1089	20697	1424.94	0	0	0
YDR013W	IV	473156	473782	627	219	28.7433	627	219	26.2103	0	0	0	627	219	29.363	627	219	26.1874	0	0	0
YDR014W	IV	474045	475988	1944	196	8.29699	1944	196	7.56579	0	0	0	1944	196	8.47585	1944	196	7.5592	0	0	0
YDR014W-A	IV	477796	478284	489	5	0.841438	489	5	0.767283	0	0	0	249	5	1.68808	249	5	1.50552	0	0	0
YDR016C	IV	478473	478757	285	318	91.8212	285	318	83.7292	0	0	0	285	318	93.8007	285	318	83.6562	0	0	0
YDR017C	IV	479114	482266	3153	922	24.064	3153	922	21.9433	0	0	0	3153	922	24.5828	3153	922	21.9242	0	0	0
YDR018C	IV	482669	483859	1191	24	1.65829	1191	24	1.51215	0	0	0	1191	24	1.69404	1191	24	1.51083	0	0	0
YDR019C	IV	484162	485364	1203	4100	280.465	1203	4100	255.748	0	0	0	1203	4100	286.511	1203	4100	255.525	0	0	0
YDR020C	IV	485745	486443	699	236	27.7841	699	236	25.3355	0	0	0	699	236	28.383	699	236	25.3134	0	0	0
YDR021W	IV	486803	488002	1200	269	18.4473	1200	269	16.8215	0	0	0	1200	269	18.8449	1200	269	16.8069	0	0	0
YDR022C	IV	488071	488661	591	163	22.6966	591	163	20.6964	0	0	0	591	163	23.1859	591	163	20.6784	0	0	0
tV(UAC)D	IV	488796	488869	74	7	7.78443	74	7	7.09841	0	0	0	74	7	7.95225	74	7	7.09222	0	0	0
YDR023W	IV	489507	490895	1389	4964	294.097	1389	4964	268.179	0	0	0	1389	4964	300.437	1389	4964	267.945	0	0	0
YDR024W	IV	491016	491501	486	58	9.82093	486	58	8.95543	0	0	0	486	58	10.0326	486	58	8.94762	0	0	0
YDR025W	IV	491514	492323	810	9212	935.9	471	9095	1449.03	339	195	4311.88	810	9212	956.076	471	9095	1447.76	339	195	4269.59
YDR026C	IV	492555	494267	1713	603	28.9681	1713	603	26.4152	0	0	0	1713	603	29.5926	1713	603	26.3922	0	0	0
YDR027C	IV	494648	497317	2670	868	26.7528	2670	868	24.3951	0	0	0	2670	868	27.3295	2670	868	24.3739	0	0	0
YDR028C	IV	497834	500878	3045	2170	58.6453	3045	2170	53.477	0	0	0	3045	2170	59.9096	3045	2170	53.4304	0	0	0
YDR029W	IV	501099	501413	315	138	36.052	315	138	32.8748	0	0	0	315	138	36.8292	315	138	32.8462	0	0	0
YDR030C	IV	501752	503272	1521	161	8.71079	1521	161	7.94312	0	0	0	1521	161	8.89857	1521	161	7.9362	0	0	0
YDR031W	IV	503497	503862	366	349	78.4703	366	349	71.5548	0	0	0	366	349	80.1619	366	349	71.4925	0	0	0
YDR032C	IV	504098	504694	597	1531	211.038	597	1531	192.44	0	0	0	597	1531	215.588	597	1531	192.272	0	0	0
YDR033W	IV	508146	509108	963	10783	921.455	963	10783	840.249	0	0	0	963	10783	941.319	963	10783	839.517	0	0	0
YDR034C	IV	509736	512108	2373	1329	46.088	2373	1329	42.0264	0	0	0	2373	1329	47.0816	2373	1329	41.9897	0	0	0
YDR034C-D	IV	514042	519355	5314	6854	106.141	5313	6854	96.8052	0	0	0	3997	5931	124.743	3997	5931	111.253	0	0	0
YDR034C-C	IV	518039	519355	1317	1044	65.2342	1317	1044	59.4853	0	0	0	0	0	0	0	0	0	0	0	0
YDR034W-B	IV	521313	521468	156	63	33.2335	156	63	30.3047	0	0	0	156	63	33.95	156	63	30.2783	0	0	0
YDR035W	IV	521815	522927	1113	1847	136.563	1113	1847	124.528	0	0	0	1113	1847	139.507	1113	1847	124.419	0	0	0
YDR036C	IV	523210	524712	1503	3	0.164257	1503	3	0.149781	0	0	0	1503	3	0.167798	1503	3	0.149651	0	0	0
YDR037W	IV	525439	527214	1776	390	18.071	1776	390	16.4784	0	0	0	1776	390	18.4606	1776	390	16.4641	0	0	0
YDR038C	IV	527421	530696	3276	156	3.9187	3276	156	3.57335	0	0	0	3276	156	4.00317	3276	156	3.57023	0	0	0
YDR039C	IV	531306	534581	3276	125	3.13998	3276	125	2.86326	0	0	0	3276	125	3.20767	3276	125	2.86076	0	0	0
YDR040C	IV	535191	538466	3276	117	2.93902	3276	117	2.68001	0	0	0	3276	117	3.00238	3276	117	2.67768	0	0	0
YDR041W	IV	539802	540413	612	874	117.522	612	874	107.165	0	0	0	612	874	120.056	612	874	107.072	0	0	0
YDR042C	IV	540600	541202	603	18	2.4565	603	18	2.24001	0	0	0	603	18	2.50945	603	18	2.23806	0	0	0
snR47	IV	541601	541699	99	21	17.456	99	21	15.9176	0	0	0	99	21	17.8323	99	21	15.9038	0	0	0
YDR043C	IV	542673	543368	696	398	47.0581	696	398	42.911	0	0	0	696	398	48.0726	696	398	42.8736	0	0	0
YDR044W	IV	546641	547627	987	492	41.0212	987	492	37.4061	0	0	0	987	492	41.9056	987	492	37.3735	0	0	0
YDR045C	IV	547977	548309	333	484	119.608	333	484	109.068	0	0	0	333	484	122.187	333	484	108.973	0	0	0
YDR046C	IV	548761	550575	1815	934	42.3478	1815	934	38.6158	0	0	0	1815	934	43.2607	1815	934	38.5821	0	0	0
YDR047W	IV	551859	552947	1089	1037	78.3631	1089	1037	71.4571	0	0	0	1089	1037	80.0524	1089	1037	71.3949	0	0	0
YDR048C	IV	553083	553397	315	65	16.981	315	65	15.4845	0	0	0	170	18	8.90117	170	18	7.93852	0	0	0
YDR049W	IV	553253	555151	1899	593	25.6975	1899	593	23.4328	0	0	0	1754	549	26.3128	1754	549	23.4671	0	0	0
YDR050C	IV	555725	556471	747	36426	4012.84	747	36426	3659.19	0	0	0	747	36426	4099.35	747	36426	3656.01	0	0	0
YDR051C	IV	557055	558059	1005	885	72.4666	1005	885	66.0803	0	0	0	1005	885	74.0288	1005	885	66.0227	0	0	0
YDR052C	IV	558510	560624	2115	804	31.2829	2115	804	28.526	0	0	0	1738	679	32.8431	1738	679	29.2911	0	0	0
YDR053W	IV	560248	560643	396	175	36.3667	396	175	33.1618	0	0	0	19	46	203.53	19	46	181.518	0	0	0
YDR054C	IV	561439	562326	888	936	86.7408	888	936	79.0965	0	0	0	888	936	88.6108	888	936	79.0276	0	0	0
YDR055W	IV	563526	564860	1335	1978	121.929	1335	1978	111.183	0	0	0	1335	1978	124.557	1335	1978	111.086	0	0	0
YDR056C	IV	565022	565639	618	714	95.0759	618	714	86.6971	0	0	0	618	714	97.1255	618	714	86.6215	0	0	0
YDR057W	IV	565926	567554	1629	606	30.6135	1629	606	27.9155	0	0	0	1629	606	31.2734	1629	606	27.8912	0	0	0
YDR058C	IV	567722	568702	981	221	18.5389	981	221	16.9051	0	0	0	981	221	18.9386	981	221	16.8904	0	0	0
tR(UCU)D	IV	568881	568952	72	1	1.14295	72	1	1.04223	0	0	0	72	1	1.16759	72	1	1.04132	0	0	0
tD(GUC)D	IV	568963	569034	72	2	2.28591	72	2	2.08445	0	0	0	72	2	2.33518	72	2	2.08264	0	0	0
YDR059C	IV	569233	569769	537	240	36.7788	447	240	40.2901	90	12	999.473	537	240	37.5717	447	240	40.255	90	12	989.669
YDR060W	IV	570648	573725	3078	3426	91.5966	3078	3426	83.5244	0	0	0	3078	3426	93.5712	3078	3426	83.4516	0	0	0
YDR061W	IV	574163	575782	1620	1052	53.4394	1620	1052	48.7299	0	0	0	1620	1052	54.5914	1620	1052	48.6874	0	0	0
YDR062W	IV	576473	578158	1686	3014	147.111	1686	3014	134.147	0	0	0	1686	3014	150.283	1686	3014	134.03	0	0	0
YDR063W	IV	578662	579111	450	406	74.2462	450	406	67.703	0	0	0	450	406	75.8468	450	406	67.644	0	0	0
YDR064W	IV	579457	580451	995	15456	1278.31	456	14663	2412.97	539	1110	15437.1	995	15456	1305.86	456	14663	2410.87	539	1110	15285.7
YDR065W	IV	580686	581783	1098	247	18.5121	1098	247	16.8807	0	0	0	1098	247	18.9112	1098	247	16.8659	0	0	0
YDR066C	IV	581907	582497	591	141	19.6333	591	141	17.903	0	0	0	591	141	20.0565	591	141	17.8874	0	0	0
YDR067C	IV	582790	583464	675	373	45.4743	675	373	41.4667	0	0	0	675	373	46.4546	675	373	41.4306	0	0	0
YDR068W	IV	583712	584644	933	809	71.3555	933	809	65.0671	0	0	0	933	809	72.8938	933	809	65.0104	0	0	0
YDR069C	IV	584938	587718	2781	417	12.3395	2781	417	11.252	0	0	0	2781	417	12.6055	2781	417	11.2422	0	0	0
YDR070C	IV	588097	588378	282	17	4.9609	282	17	4.52371	0	0	0	282	17	5.06785	282	17	4.51976	0	0	0
YDR071C	IV	588826	589401	576	1513	216.161	576	1513	197.111	0	0	0	576	1513	220.821	576	1513	196.939	0	0	0
YDR072C	IV	589760	591343	1584	1174	60.9921	1584	1174	55.617	0	0	0	1584	1174	62.307	1584	1174	55.5685	0	0	0
YDR073W	IV	592438	592947	510	309	49.8596	510	309	45.4656	0	0	0	510	309	50.9345	510	309	45.426	0	0	0
YDR074W	IV	593892	596582	2691	1213	37.0944	2691	1213	33.8253	0	0	0	2691	1213	37.894	2691	1213	33.7958	0	0	0
YDR075W	IV	597155	598081	927	419	37.1959	927	419	33.9179	0	0	0	927	419	37.9978	927	419	33.8883	0	0	0
YDR076W	IV	598467	599687	1221	166	11.188	1221	166	10.202	0	0	0	1221	166	11.4292	1221	166	10.1932	0	0	0
YDR077W	IV	600792	601808	1017	9020	729.871	1017	9020	665.549	0	0	0	1017	9020	745.606	1017	9020	664.969	0	0	0
YDR078C	IV	602197	602868	672	304	37.2276	672	304	33.9468	0	0	0	672	304	38.0301	672	304	33.9172	0	0	0
YDR079W	IV	603063	603398	336	281	68.8221	336	281	62.7569	0	0	0	336	281	70.3057	336	281	62.7022	0	0	0
YDR079C-A	IV	603592	603810	219	275	103.335	219	275	94.2287	0	0	0	219	275	105.563	219	275	94.1466	0	0	0
YDR080W	IV	604007	606985	2979	640	17.6795	2979	640	16.1214	0	0	0	2979	640	18.0606	2979	640	16.1074	0	0	0
YDR081C	IV	607303	610080	2778	803	23.7872	2778	803	21.6909	0	0	0	2778	803	24.3	2778	803	21.672	0	0	0
YDR082W	IV	610440	611924	1485	354	19.6172	1485	354	17.8884	0	0	0	1485	354	20.0401	1485	354	17.8728	0	0	0
YDR083W	IV	612072	613250	1179	936	65.3315	1179	936	59.574	0	0	0	1179	936	66.7399	1179	936	59.5221	0	0	0
YDR084C	IV	613404	614003	600	579	79.4124	600	579	72.4139	0	0	0	600	579	81.1243	600	579	72.3508	0	0	0
YDR085C	IV	614287	616149	1863	272	12.0148	1863	272	10.956	0	0	0	1863	272	12.2738	1863	272	10.9464	0	0	0
YDR086C	IV	616927	617169	243	1915	648.52	243	1915	591.367	0	0	0	243	1915	662.5	243	1915	590.852	0	0	0
YDR087C	IV	617469	618305	837	784	77.0817	837	784	70.2887	0	0	0	837	784	78.7434	837	784	70.2274	0	0	0
YDR088C	IV	618496	619644	1149	398	28.5052	1149	398	25.9931	0	0	0	1149	398	29.1197	1149	398	25.9704	0	0	0
YDR089W	IV	622111	624720	2610	1084	34.1782	2610	1084	31.1662	0	0	0	2610	1084	34.915	2610	1084	31.139	0	0	0
YDR090C	IV	625065	625997	933	395	34.8398	933	395	31.7695	0	0	0	933	395	35.5909	933	395	31.7418	0	0	0
YDR091C	IV	626707	628533	1827	3507	157.964	1827	3507	144.043	0	0	0	1827	3507	161.369	1827	3507	143.917	0	0	0
YDR092W	IV	629875	630604	730	674	75.9797	462	664	107.85	268	27	755.199	730	674	77.6177	462	664	107.756	268	27	747.791
YDR093W	IV	631281	636119	4839	1531	26.0364	4839	1531	23.7418	0	0	0	4558	1440	26.559	4558	1440	23.6867	0	0	0
YDR094W	IV	635839	636174	336	129	31.5945	336	129	28.8101	0	0	0	0	0	0	0	0	0	0	0	0
YDR095C	IV	636116	636526	411	6	1.20135	411	6	1.09548	0	0	0	352	2	0.477651	352	2	0.425994	0	0	0
YDR096W	IV	637138	639822	2685	361	11.0643	2685	361	10.0892	0	0	0	2685	361	11.3028	2685	361	10.0804	0	0	0
YDR097C	IV	640108	643836	3729	1100	24.2751	3729	1100	22.1358	0	0	0	3729	1100	24.7984	3729	1100	22.1165	0	0	0
YDR098C	IV	644177	645034	858	1405	134.757	858	1405	122.881	0	0	0	858	1405	137.662	858	1405	122.774	0	0	0
YDR098C-B	IV	645857	651125	5269	20778	324.516	5268	20778	295.973	0	0	0	3946	17560	374.103	3946	17560	333.644	0	0	0
YDR098C-A	IV	649803	651125	1323	3320	206.509	1323	3320	188.31	0	0	0	0	0	0	0	0	0	0	0	0
YDR099W	IV	653606	654427	822	2695	269.804	822	2695	246.026	0	0	0	822	2695	275.62	822	2695	245.812	0	0	0
YDR100W	IV	655012	655443	432	561	106.866	432	561	97.4482	0	0	0	432	561	109.17	432	561	97.3633	0	0	0
YDR101C	IV	655685	657466	1782	1688	77.9517	1782	1688	71.082	0	0	0	1782	1688	79.6321	1782	1688	71.02	0	0	0
YDR102C	IV	657647	657979	333	32	7.908	333	32	7.21108	0	0	0	333	32	8.07847	333	32	7.2048	0	0	0
YDR103W	IV	658349	661102	2754	530	15.837	2754	530	14.4413	0	0	0	2754	530	16.1784	2754	530	14.4287	0	0	0
YDR104C	IV	661172	664909	3738	414	9.11427	3738	414	8.31105	0	0	0	3738	414	9.31075	3738	414	8.3038	0	0	0
YDR105C	IV	665348	666769	1422	1162	67.2461	1422	1162	61.3199	0	0	0	1422	1162	68.6958	1422	1162	61.2664	0	0	0
YDR106W	IV	667003	667857	855	31	2.98371	855	31	2.72076	0	0	0	855	31	3.04803	855	31	2.71839	0	0	0
tI(AAU)D	IV	668006	668079	74	1	1.11206	74	1	1.01406	0	0	0	74	1	1.13604	74	1	1.01317	0	0	0
YDR107C	IV	669015	671033	2019	344	14.0211	2019	344	12.7855	0	0	0	2019	344	14.3234	2019	344	12.7743	0	0	0
YDR108W	IV	671268	673364	2097	467	18.3265	2097	467	16.7114	0	0	0	2097	467	18.7216	2097	467	16.6968	0	0	0
YDR109C	IV	673519	675666	2148	486	18.6193	2148	486	16.9784	0	0	0	2148	486	19.0207	2148	486	16.9636	0	0	0
YDR110W	IV	676101	677801	1701	841	40.6867	1701	841	37.1011	0	0	0	1701	841	41.5638	1701	841	37.0687	0	0	0
YDR111C	IV	678240	679763	1524	311	16.7933	1524	311	15.3133	0	0	0	1303	270	17.4198	1303	270	15.5359	0	0	0
YDR112W	IV	679543	679851	309	97	25.833	309	97	23.5563	0	0	0	88	54	51.5863	88	54	46.0073	0	0	0
YDR113C	IV	680495	681616	1122	387	28.3843	1122	387	25.8829	0	0	0	1122	387	28.9962	1122	387	25.8603	0	0	0
YDR114C	IV	681923	682225	303	254	68.9846	303	254	62.9051	0	0	0	251	65	21.7702	251	65	19.4158	0	0	0
YDR115W	IV	682174	682491	318	683	176.748	318	683	161.171	0	0	0	266	681	215.223	266	681	191.947	0	0	0
YDR116C	IV	682723	683580	858	867	83.1558	858	867	75.8274	0	0	0	858	867	84.9484	858	867	75.7614	0	0	0
YDR117C	IV	683945	685642	1698	497	24.0868	1698	497	21.9641	0	0	0	1698	497	24.6061	1698	497	21.945	0	0	0
YDR118W	IV	685881	687839	1959	330	13.8625	1959	330	12.6408	0	0	0	1886	324	14.442	1886	324	12.8801	0	0	0
YDR118W-A	IV	687767	687883	117	29	20.3973	117	29	18.5997	0	0	0	44	15	28.6591	44	15	25.5596	0	0	0
YDR119W	IV	688226	690532	2307	2490	88.8204	2307	2490	80.9928	0	0	0	2307	2490	90.7351	2307	2490	80.9222	0	0	0
YDR119W-A	IV	691013	691213	201	32	13.1013	201	32	11.9467	0	0	0	201	32	13.3837	201	32	11.9363	0	0	0
YDR120C	IV	691548	693260	1713	1687	81.0436	1713	1687	73.9013	0	0	0	1713	1687	82.7907	1713	1687	73.8369	0	0	0
YDR121W	IV	693584	694174	591	309	43.0261	591	309	39.2343	0	0	0	591	309	43.9536	591	309	39.2001	0	0	0
YDR122W	IV	694699	697893	3195	897	23.1037	3195	897	21.0677	0	0	0	3195	897	23.6018	3195	897	21.0493	0	0	0
YDR123C	IV	698553	699467	915	384	34.5359	915	384	31.4923	0	0	0	915	384	35.2804	915	384	31.4649	0	0	0
YDR124W	IV	700314	701288	975	151	12.7448	975	151	11.6216	0	0	0	975	151	13.0195	975	151	11.6115	0	0	0
YDR125C	IV	701396	702757	1362	151	9.12348	1362	151	8.31945	0	0	0	1362	151	9.32016	1362	151	8.3122	0	0	0
YDR126W	IV	703233	704243	1011	216	17.5818	1011	216	16.0324	0	0	0	1011	216	17.9608	1011	216	16.0184	0	0	0
YDR127W	IV	704483	709249	4767	4839	83.5355	4767	4839	76.1737	0	0	0	4767	4839	85.3364	4767	4839	76.1073	0	0	0
YDR128W	IV	709548	712994	3447	813	19.4093	3447	813	17.6988	0	0	0	3447	813	19.8277	3447	813	17.6834	0	0	0
YDR129C	IV	713339	715378	2040	3281	132.354	1929	3279	127.557	111	6	405.192	2040	3281	135.207	1929	3279	127.446	111	6	401.217
YDR130C	IV	715746	716621	876	336	31.5643	876	336	28.7826	0	0	0	876	336	32.2447	876	336	28.7575	0	0	0
YDR131C	IV	716789	718459	1671	179	8.81531	1671	179	8.03843	0	0	0	1671	179	9.00534	1671	179	8.03142	0	0	0
YDR132C	IV	718815	720302	1488	247	13.6601	1488	247	12.4563	0	0	0	1488	247	13.9546	1488	247	12.4454	0	0	0
YDR133C	IV	720961	721296	336	2822	691.16	336	2822	630.249	0	0	0	109	606	467.38	109	606	416.833	0	0	0
YDR134C	IV	721070	721480	411	4455	892.004	411	4455	813.393	0	0	0	184	2731	1247.75	184	2731	1112.81	0	0	0
YDR135C	IV	723003	727550	4548	3832	69.3371	4548	3832	63.2266	0	0	0	4548	3832	70.8319	4548	3832	63.1715	0	0	0
YDR136C	IV	727710	728282	573	48	6.89362	573	48	6.2861	0	0	0	548	40	6.13625	548	40	5.47262	0	0	0
YDR137W	IV	728258	730249	1992	651	26.8938	1992	651	24.5237	0	0	0	1967	633	27.0535	1967	633	24.1277	0	0	0
YDR138W	IV	730577	732835	2259	797	29.0337	2259	797	26.475	0	0	0	2259	797	29.6596	2259	797	26.452	0	0	0
YDR139C	IV	733617	733923	307	710	190.318	234	710	227.686	73	22	2259.08	307	710	194.421	234	710	227.488	73	22	2236.92
YDR140W	IV	734137	734802	666	273	33.7326	666	273	30.7598	0	0	0	666	273	34.4597	666	273	30.733	0	0	0
YDR141C	IV	734900	739996	5097	1072	17.3078	5097	1072	15.7825	0	0	0	5097	1072	17.6809	5097	1072	15.7687	0	0	0
YDR142C	IV	740472	741599	1128	266	19.4059	1128	266	17.6957	0	0	0	1128	266	19.8242	1128	266	17.6803	0	0	0
YDR143C	IV	742041	743873	1833	756	33.9406	1833	756	30.9495	0	0	0	1833	756	34.6723	1833	756	30.9226	0	0	0
